"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Receive Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Inst Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"51","01900000000000Auto71_1920240601","Auto71_19","2024-06-16","Payment","E","19","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","100.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24382","P090003491153","","0105556078229","011307158730022","2024-07-01","",""
"52","002000000000000Auto71_220240601","Auto71_2","2024-06-16","Submitted","Non-E","2","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","0.00","0.00","2.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24362","","","","","","",""
"53","02000000000000Auto71_2020240601","Auto71_20","2024-06-16","Payment","E","20","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","10000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24384","P090003491155","","0105556078229","011307159127012","2024-07-01","",""
"54","02100000000000Auto71_2120240601","Auto71_21","2024-06-16","Payment","E","21","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24385","P090003491156","","0105556078229","011307159328212","2024-07-01","",""
"55","2710000000000Auto71_27120240601","Auto71_271","2024-06-16","Payment","E","271","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","100.00","0.00","100.00","0.00","0.00","0.00","0.00","100.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24386","P090003491157","","0105556078229","011307159529452","2024-07-01","",""
"56","2720000000000Auto71_27220240601","Auto71_272","2024-06-16","Payment","E","272","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","50.00","0.00","50.00","0.00","0.00","0.00","0.00","50.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24387","P090003491183","","0105556078229","011307161528502","2024-07-01","",""
"57","003000000000000Auto71_320240601","Auto71_3","2024-06-16","Submitted","E","3","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","52000.00","1","52.00","0.00","52.00","0.00","0.00","0.00","0.00","52.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24363","","","","","","",""
"58","004000000000000Auto71_420240601","Auto71_4","2024-06-16","Submitted","E","4","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","20000.00","","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24364","","","","","","",""
"59","005000000000000Auto71_520240601","Auto71_5","2024-06-16","Submitted","E","5","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","88000.00","","44.00","0.00","44.00","0.00","0.00","0.00","0.00","44.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24365","","","","","","",""
"60","006000000000000Auto71_620240601","Auto71_6","2024-06-16","Submitted","E","6","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","1000000.00","2","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24366","","","","","","",""
"61","007000000000000Auto71_720240601","Auto71_7","2024-06-16","Submitted","E","7","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","","1","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24367","","","","","","",""
"62","008000000000000Auto71_820240601","Auto71_8","2024-06-16","Submitted","E","8","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","","1","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24368","","","","","","",""
"63","09100000000000Auto71_9120240601","Auto71_91","2024-06-16","Submitted","Non-E","91","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","1000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24369","","","","","","",""
"64","09200000000000Auto71_9220240601","Auto71_92","2024-06-16","Submit Error","E","92","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","9000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24371","","","","","","",""
"65","0170000000kjk1zs6jasol620240701","kjk1zs6jasol6","2024-07-01","Submit Error","E","17","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","Au*****8_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-07-06","2024-07-02","","29127","","","","","","",""
"66","0020000aslklk6lksakhjkj20240601","aslklk6lksakhjkj","2024-06-16","Submit Error","E","2","2023-11-08","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","0.00","0.00","2.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","8","soi2 ซอย2","บ้านใหม่","ถนน","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-24","","21812","","","","","","",""
"67","004000000TC4-2024-04-2620240401","TC4-2024-04-26","2024-04-29","Preparing","E","4","2024-04-03","","","ยื่นปกติ","0","1","0","","","","0.00","1000.00","","1.00","0.00","1.00","4.00","500.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-05-04","","","15316","","","","","","",""
"68","004000000TC4-2024-04-2920240401","TC4-2024-04-29","2024-04-29","Preparing","E","4","2024-04-03","","","ยื่นปกติ","0","1","0","","","","0.00","1000.00","","1.00","0.00","1.00","4.00","500.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-05-04","","","15337","","","","","","",""
"69","006Test_TC6_action64_290520240601","Test_TC6_action64_2905","2024-06-24","Preparing","E","6","2024-04-18","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","40000.00","6","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรนย์","9B**","12","ซอย","แยก","ถนน","ตำบลหนองใหญ่","อำเภอปากเกร็ด","นนทบุรี","10110","TH","","","new_entry","2024-06-29","","","23277","","","","","","",""
"70","001TC1-2คน-2024-04-20-520240401","TC1-2คน-2024-04-20-5","2024-04-22","Preparing","E","1","2024-04-20","2025-04-20","2024-04-22","ยื่นปกติ","0","1","0","","","","0.00","51000.00","","51.00","0.00","51.00","102.00","500.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-27","","","14802","","","","","","",""
"71","00100TC1-2คน-2024-04-2420240401","TC1-2คน-2024-04-24","2024-04-24","Preparing","E","1","2024-04-24","2025-04-24","2024-04-24","ยื่นปกติ","0","1","0","","","","0.00","51000.00","","51.00","0.00","51.00","102.00","500.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-29","","","14803","","","","","","",""
"72","001TC1-2คน-2024-04-24-120240401","TC1-2คน-2024-04-24-1","2024-04-24","Reviewing","E","1","2024-04-24","2025-04-24","2024-04-24","ยื่นปกติ","0","1","0","","","","0.00","51000.00","","51.00","0.00","51.00","102.00","500.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-29","","","14804","","","","","","",""
"73","0060000TC6_relate3_250420240401","TC6_relate3_2504","2024-04-25","Completed","E","6","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","100000.00","2","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","12*****21","ผู*****ัย","กร*****่า","อา***** 9","","ชั้น 1, 22-27","","เล*****9 ","","","","พระราม9","ห้วยขวาง","ห้วยขวาง","กรุงเทพ","10310","TH","","","new_entry","2024-04-30","2024-04-25","","14831","P090003455126","82296704251227026355","0105556078229","101246997132262","2024-05-10","67100297372","2024-04-25"
"74","006000000000000000000ฟฟ20240601","ฟฟ","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24117","P090003483203","","0105556078229","051307144126822","2024-07-05","",""
"75","0060000000000000000abcd20240601","abcd","2024-06-20","Submitted","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","","","24370","","","","","","",""
"76","006000000000000000agsfd20240601","agsfd","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24113","P090003483199","","0105556078229","051307143327472","2024-07-05","",""
"77","00600000000000000asddsa20240601","asddsa","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24116","P090003483202","","0105556078229","051307143931012","2024-07-05","",""
"78","0060000000000000000asfd20240601","asfd","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24115","P090003483201","","0105556078229","051307143729832","2024-07-05","",""
"79","00600000000000000asffds20240601","asffds","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24114","P090003483200","","0105556078229","051307143528652","2024-07-05","",""
"80","00600000000000000000sss20240601","sss","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24118","P090003483204","","0105556078229","051307144328002","2024-07-05","",""
"81","0060000000000000000sssf20240601","sssf","2024-06-20","Payment","E","6","2024-05-08","2025-05-08","","ยื่นปกติ","0","0","0","","","","0.00","7500.00","2","4.00","0.00","4.00","0.00","0.00","0.00","0.00","4.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","","x","x","10600","TH","","","new_entry","2024-06-25","2024-06-25","","24112","P090003483158","","0105556078229","051307142930482","2024-07-05","",""
"82","001TC1-Accounting-2024-21-2320240601","TC1-Accounting-2024-21-23","2024-06-23","Completed","Non-E","1","2024-06-21","2025-06-19","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","2024-06-24","","21489","P090003483010","82296706241219059419","0105556078229","241307136028532","2024-07-24","67100300525","2024-06-24"
"83","001TC1-Default-2024-21-2320240601","TC1-Default-2024-21-23","2024-06-23","Paid","Non-E","1","2024-06-21","2025-06-19","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","2024-06-24","","21499","P090003483009","","0105556078229","241307135832722","2024-07-24","",""
"84","001TC1-Default-2024-21-24-120240601","TC1-Default-2024-21-24-1","2024-06-24","Payment","Non-E","1","2024-06-24","2025-06-14","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","2024-06-24","","21817","P090003483028","","0105556078229","241307137733192","2024-07-24","",""
"85","001TC1-Default-2024-21-24-220240601","TC1-Default-2024-21-24-2","2024-06-24","Preparing","Non-E","1","2024-06-24","2025-06-14","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","","","22020","","","","","","",""
"86","001TC1-Default-2024-21-24-320240601","TC1-Default-2024-21-24-3","2024-06-24","Preparing","Non-E","1","2024-06-24","2025-06-14","2024-06-24","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-29","","","22716","","","","","","",""
"87","001TC1-Default-2024-21-2520240601","TC1-Default-2024-21-25","2024-06-25","Preparing","Non-E","1","2024-06-25","2025-06-14","2024-06-25","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-30","","","23877","","","","","","",""
"88","005TC5_UAT_GDM_sFTP-250620240601","TC5_UAT_GDM_sFTP-2506","2024-06-25","Completed","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24119","P090003483285","82296706251221050330","0105556078229","101307147328102","2024-07-10","67100300539","2024-06-25"
"89","005TC5_UAT_GDM_sFTP-2506-220240601","TC5_UAT_GDM_sFTP-2506-2","2024-06-25","Paid","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24147","P090003484839","","0105556078229","101307149932702","2024-07-10","",""
"90","005TC5_UAT_GDM_sFTP-2506-320240601","TC5_UAT_GDM_sFTP-2506-3","2024-06-25","Completed","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24148","P090003490953","82296706251223050336","0105556078229","101307151425942","2024-07-10","67100300594","2024-06-25"
"91","005TC5_UAT_GDM_sFTP-2506-420240601","TC5_UAT_GDM_sFTP-2506-4","2024-06-25","Submitted","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","","","24290","","","","","","",""
"92","005TC5_UAT_GDM_sFTP-2506-520240601","TC5_UAT_GDM_sFTP-2506-5","2024-06-25","Paid","E","5","2024-06-30","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","01*****73","สา**","","","","","","","","","","","","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-06-30","2024-06-25","","24383","P090003491154","","0105556078229","101307158932602","2024-07-10","",""
"93","01300000000000Auto60_1320240401","Auto60_13","2024-04-16","Payment","Non-E","13","2024-12-31","2025-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","17*****82","สม**","Au*****0_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-21","2024-04-17","","11594","P090003410354","","0105556078229","011246949636232","2024-05-01","",""
"94","01300000000000Auto70_1320240601","Auto70_13","2024-06-16","Payment","Non-E","13","2024-12-31","2025-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","17*****82","สม**","Au*****0_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-24","","22036","P090003483083","","0105556078229","011307140124652","2024-07-01","",""
"95","01300000000000Auto71_1320240601","Auto71_13","2024-06-16","Payment","Non-E","13","2024-12-31","2025-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24376","P090003491149","","0105556078229","011307157933512","2024-07-01","",""
"96","004GeStamp_TC4-FPT_2105-GKS20240501","GeStamp_TC4-FPT_2105-GKS","2024-05-21","Payment","E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","35*****17","สม**","","","","","","","","","","","","เมือง","กทม","","TH","","","new_entry","2024-05-26","2024-05-21","","15419","P090003478165","","0105556078229","051277084030132","2024-06-05","",""
"97","005TC5_DEV_2606-Submitted-120240601","TC5_DEV_2606-Submitted-1","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","86000.00","","43.00","0.00","43.00","0.00","0.00","0.00","0.00","43.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491768","","0105556078229","111307178740182","2024-07-11","",""
"98","005TC5_DEV_2606-Submitted-1020240601","TC5_DEV_2606-Submitted-10","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","608800.00","","305.00","0.00","305.00","0.00","0.00","0.00","0.00","305.00","0105556078229","01*****73","ปั*****10","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491777","","0105556078229","111307178740182","2024-07-11","",""
"99","005TC5_DEV_2606-Submitted-1120240601","TC5_DEV_2606-Submitted-11","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","686000.00","","343.00","0.00","343.00","0.00","0.00","0.00","0.00","343.00","0105556078229","01*****73","ปั*****11","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491778","","0105556078229","111307178740182","2024-07-11","",""
"100","005TC5_DEV_2606-Submitted-1220240601","TC5_DEV_2606-Submitted-12","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","763200.00","","382.00","0.00","382.00","0.00","0.00","0.00","0.00","382.00","0105556078229","01*****73","ปั*****12","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491779","","0105556078229","111307178740182","2024-07-11","",""
"101","005TC5_DEV_2606-Submitted-1320240601","TC5_DEV_2606-Submitted-13","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","840400.00","","421.00","0.00","421.00","0.00","0.00","0.00","0.00","421.00","0105556078229","01*****73","ปั*****13","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491780","","0105556078229","111307178740182","2024-07-11","",""
"102","005TC5_DEV_2606-Submitted-1420240601","TC5_DEV_2606-Submitted-14","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","917600.00","","459.00","0.00","459.00","0.00","0.00","0.00","0.00","459.00","0105556078229","01*****73","ปั*****14","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491781","","0105556078229","111307178740182","2024-07-11","",""
"103","005TC5_DEV_2606-Submitted-1520240601","TC5_DEV_2606-Submitted-15","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","994800.00","","498.00","0.00","498.00","0.00","0.00","0.00","0.00","498.00","0105556078229","01*****73","ปั*****15","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491782","","0105556078229","111307178740182","2024-07-11","",""
