"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Import Contract Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Contract Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Period Submit","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"57","01200000000000Auto44_1220240201","","","Payment Error","Non-E","12","","","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","4551230","4551231","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53479","P090003238919","","0105556078229","161186661330502","2024-02-16","",""
"58","01300000000000Auto44_1320240201","","","Payment Error","Non-E","13","","","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","4551232","4551233","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53480","P090003238935","","0105556078229","161186661734282","2024-02-16","",""
"59","01400000000000Auto44_1420240201","","","Payment Error","E","14","","","","ยื่นปกติ","0","0","0","","","","0.00","50000.00","1","30.00","0.00","30.00","0.00","0.00","","","30.00","4551234","4551235","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53481","P090003238960","","0105556078229","161186662129912","2024-02-16","",""
"60","01500000000000Auto44_1520240201","","","Payment Error","Non-E","15","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","4551236","4551237","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53482","P090003238966","","0105556078229","161186662331032","2024-02-16","",""
"61","01600000000000Auto44_1620240201","","","Payment Error","E","16","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","4551238","4551239","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53483","P090003238968","","0105556078229","161186662731972","2024-02-16","",""
"62","01700000000000Auto44_1720240201","","","Payment Error","E","17","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","4551240","4551241","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53484","P090003238969","","0105556078229","161186662933172","2024-02-16","",""
"63","01800000000000Auto44_1820240201","","","Payment Error","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","4551242","4551243","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53485","P090003238970","","0105556078229","161186663128962","2024-02-16","",""
"64","01900000000000Auto44_1920240201","","","Payment Error","E","19","","","","ยื่นปกติ","0","0","0","","","","0.00","100.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","4551244","4551245","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53486","P090003239138","","0105556078229","161186664330672","2024-02-16","",""
"65","002000000000000Auto44_220240201","","","Payment Error","Non-E","2","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","4551206","4551207","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53467","P090003237824","","0105556078229","161186650731192","2024-02-16","",""
"66","02000000000000Auto44_2020240201","","","Payment Error","E","20","","","","ยื่นปกติ","0","0","0","","","","0.00","10000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","4551246","4551247","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53487","P090003239376","","0105556078229","161186665130022","2024-02-16","",""
"67","02100000000000Auto44_2120240201","","","Submit Error","E","21","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","4551248","4551249","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53488","","","","","","",""
"68","2710000000000Auto44_27120240201","","","Submit Error","E","271","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","100.00","0.00","100.00","0.00","0.00","","","100.00","4551250","4551251","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53489","","","","","","",""
"69","2720000000000Auto44_27220240201","","","Submit Error","E","272","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","50.00","0.00","50.00","0.00","0.00","","","50.00","4551252","4551253","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53490","","","","","","",""
"70","003000000000000Auto44_320240201","","","Payment Error","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","52000.00","1","52.00","0.00","52.00","0.00","0.00","","","52.00","4551208","4551209","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53468","P090003237825","","0105556078229","161186650936022","2024-02-16","",""
"71","004000000000000Auto44_420240201","","","Payment Error","E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","20000.00","","20.00","0.00","20.00","0.00","0.00","","","20.00","4551210","4551211","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53469","P090003237826","","0105556078229","161186651128222","2024-02-16","",""
"72","005000000000000Auto44_520240201","","","Payment Error","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","88000.00","","44.00","0.00","44.00","0.00","0.00","","","44.00","4551212","4551213","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53470","P090003237827","","0105556078229","161186651333702","2024-02-16","",""
"73","006000000000000Auto44_620240201","","","Payment Error","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","2","20.00","0.00","20.00","0.00","0.00","","","20.00","4551214","4551215","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53471","P090003237828","","0105556078229","161186651530582","2024-02-16","",""
"74","007000000000000Auto44_720240201","","","Payment Error","E","7","","","","ยื่นปกติ","0","0","0","","","","0.00","","1","10.00","0.00","10.00","0.00","0.00","","","10.00","4551216","4551217","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53472","P090003237829","","0105556078229","161186651731032","2024-02-16","",""
"75","008000000000000Auto44_820240201","","","Payment Error","E","8","","","","ยื่นปกติ","0","0","0","","","","0.00","","1","20.00","0.00","20.00","0.00","0.00","","","20.00","4551218","4551219","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53473","P090003237930","","0105556078229","161186651932942","2024-02-16","",""
"76","09100000000000Auto44_9120240201","","","Payment Error","Non-E","91","","","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","4551220","4551221","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53474","P090003238155","","0105556078229","161186653129952","2024-02-16","",""
"77","09200000000000Auto44_9220240201","","","Payment Error","E","92","","","","ยื่นปกติ","0","0","0","","","","0.00","9000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","4551222","4551223","สม**","Au*****4_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","53475","P090003238305","","0105556078229","161186654734022","2024-02-16","",""
"78","001000000000000Auto45_120240201","","","Submit Error","E","1","","","","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","","","51.00","4551618","4551619","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54082","P090003246363","","0105556078229","161186690836442","2024-02-16","",""
"79","01000000000000Auto45_1020240201","","","Submit Error","E","10","","","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","4551638","4551639","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54092","P090003246373","","0105556078229","161186692834562","2024-02-16","",""
"80","1110000000000Auto45_11120240201","","","Submit Error","E","111","","","","ยื่นปกติ","0","0","0","","","","0.00","80000.00","3","5.00","0.00","5.00","0.00","0.00","","","5.00","4551640","4551641","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54093","P090003246374","","0105556078229","161186693032502","2024-02-16","",""
"81","1120000000000Auto45_11220240201","","","Submit Error","Non-E","112","","","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","50.00","0.00","50.00","0.00","0.00","","","50.00","4551642","4551643","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54094","P090003246375","","0105556078229","161186693233782","2024-02-16","",""
"82","01200000000000Auto45_1220240201","","","Submit Error","Non-E","12","","","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","4551644","4551645","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54095","P090003246376","","0105556078229","161186693433442","2024-02-16","",""
"83","01300000000000Auto45_1320240201","","","Submit Error","Non-E","13","","","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","4551646","4551647","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54096","P090003246377","","0105556078229","161186693636042","2024-02-16","",""
"84","01400000000000Auto45_1420240201","","","Submit Error","E","14","","","","ยื่นปกติ","0","0","0","","","","0.00","50000.00","1","30.00","0.00","30.00","0.00","0.00","","","30.00","4551648","4551649","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54097","P090003246378","","0105556078229","161186693835862","2024-02-16","",""
"85","01500000000000Auto45_1520240201","","","Submit Error","Non-E","15","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","4551650","4551651","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54098","P090003246379","","0105556078229","161186694031612","2024-02-16","",""
"86","01600000000000Auto45_1620240201","","","Submit Error","E","16","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","4551652","4551653","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54099","P090003246380","","0105556078229","161186694231372","2024-02-16","",""
"87","01700000000000Auto45_1720240201","","","Submit Error","E","17","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","4551654","4551655","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54100","P090003246381","","0105556078229","161186694432572","2024-02-16","",""
"88","01800000000000Auto45_1820240201","","","Submit Error","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","4551656","4551657","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54101","P090003246382","","0105556078229","161186694633732","2024-02-16","",""
"89","01900000000000Auto45_1920240201","","","Submit Error","E","19","","","","ยื่นปกติ","0","0","0","","","","0.00","100.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","4551658","4551659","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54102","P090003246383","","0105556078229","161186694834912","2024-02-16","",""
"90","002000000000000Auto45_220240201","","","Submit Error","Non-E","2","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","4551620","4551621","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54083","P090003246364","","0105556078229","161186691029312","2024-02-16","",""
"91","02000000000000Auto45_2020240201","","","Submit Error","E","20","","","","ยื่นปกติ","0","0","0","","","","0.00","10000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","4551660","4551661","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54103","P090003246384","","0105556078229","161186695030722","2024-02-16","",""
"92","02100000000000Auto45_2120240201","","","Payment","E","21","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","4551662","4551663","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54104","P090003246392","","0105556078229","161186696433632","2024-02-16","",""
"93","003000000000000Auto45_320240201","","","Submit Error","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","52000.00","1","52.00","0.00","52.00","0.00","0.00","","","52.00","4551622","4551623","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54084","P090003246365","","0105556078229","161186691234142","2024-02-16","",""
"94","004000000000000Auto45_420240201","","","Submit Error","E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","20000.00","","20.00","0.00","20.00","0.00","0.00","","","20.00","4551624","4551625","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54085","P090003246366","","0105556078229","161186691431712","2024-02-16","",""
"95","005000000000000Auto45_520240201","","","Submit Error","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","88000.00","","44.00","0.00","44.00","0.00","0.00","","","44.00","4551626","4551627","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54086","P090003246367","","0105556078229","161186691637192","2024-02-16","",""
"96","006000000000000Auto45_620240201","","","Submit Error","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","2","20.00","0.00","20.00","0.00","0.00","","","20.00","4551628","4551629","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54087","P090003246368","","0105556078229","161186691834072","2024-02-16","",""
"97","007000000000000Auto45_720240201","","","Submit Error","E","7","","","","ยื่นปกติ","0","0","0","","","","0.00","","1","10.00","0.00","10.00","0.00","0.00","","","10.00","4551630","4551631","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54088","P090003246369","","0105556078229","161186692029152","2024-02-16","",""
"98","008000000000000Auto45_820240201","","","Submit Error","E","8","","","","ยื่นปกติ","0","0","0","","","","0.00","","1","20.00","0.00","20.00","0.00","0.00","","","20.00","4551632","4551633","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54089","P090003246370","","0105556078229","161186692231062","2024-02-16","",""
"99","09100000000000Auto45_9120240201","","","Submit Error","Non-E","91","","","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","4551634","4551635","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54090","P090003246371","","0105556078229","161186692432912","2024-02-16","",""
"100","09200000000000Auto45_9220240201","","","Submit Error","E","92","","","","ยื่นปกติ","0","0","0","","","","0.00","9000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","4551636","4551637","สม**","Au*****5_","888/77","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","1","2024-02-02","","","54091","P090003246372","","0105556078229","161186692634092","2024-02-16","",""
