"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Receive Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Inst Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"50","09200000000000Auto70_9220240601","Auto70_92","2024-06-16","Payment","E","92","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","9000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","17*****82","สม**","Au*****0_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-24","","22031","P090003483078","","0105556078229","011307139127572","2024-07-01","",""
"51","001000000000000Auto71_120240601","Auto71_1","2024-06-16","Submitted","E","1","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24361","","","","","","",""
"52","01000000000000Auto71_1020240601","Auto71_10","2024-06-16","Submit Error","E","10","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","2.00","0.00","2.00","0.00","0.00","0.00","0.00","2.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24372","","","","","","",""
"53","1110000000000Auto71_11120240601","Auto71_111","2024-06-16","Submit Error","E","111","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","80000.00","3","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24373","","","","","","",""
"54","1120000000000Auto71_11220240601","Auto71_112","2024-06-16","Submit Error","Non-E","112","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","5000.00","","50.00","0.00","50.00","0.00","0.00","0.00","0.00","50.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24374","","","","","","",""
"55","01200000000000Auto71_1220240601","Auto71_12","2024-06-16","Payment","Non-E","12","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24375","P090003491148","","0105556078229","011307157730912","2024-07-01","",""
"56","01400000000000Auto71_1420240601","Auto71_14","2024-06-16","Payment","E","14","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","50000.00","1","30.00","0.00","30.00","0.00","0.00","0.00","0.00","30.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24377","P090003491150","","0105556078229","011307158127962","2024-07-01","",""
"57","01500000000000Auto71_1520240601","Auto71_15","2024-06-16","Submit Error","Non-E","15","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24378","","","","","","",""
"58","01600000000000Auto71_1620240601","Auto71_16","2024-06-16","Payment","E","16","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24379","P090003491151","","0105556078229","011307158327662","2024-07-01","",""
"59","01700000000000Auto71_1720240601","Auto71_17","2024-06-16","Payment","E","17","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24380","P090003491152","","0105556078229","011307158528862","2024-07-01","",""
"60","01800000000000Auto71_1820240601","Auto71_18","2024-06-16","Submit Error","E","18","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","1","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24381","","","","","","",""
"61","01900000000000Auto71_1920240601","Auto71_19","2024-06-16","Payment","E","19","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","100.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24382","P090003491153","","0105556078229","011307158730022","2024-07-01","",""
"62","002000000000000Auto71_220240601","Auto71_2","2024-06-16","Submitted","Non-E","2","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","0.00","0.00","2.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24362","","","","","","",""
"63","02000000000000Auto71_2020240601","Auto71_20","2024-06-16","Payment","E","20","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","10000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24384","P090003491155","","0105556078229","011307159127012","2024-07-01","",""
"64","02100000000000Auto71_2120240601","Auto71_21","2024-06-16","Payment","E","21","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24385","P090003491156","","0105556078229","011307159328212","2024-07-01","",""
"65","2710000000000Auto71_27120240601","Auto71_271","2024-06-16","Payment","E","271","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","100.00","0.00","100.00","0.00","0.00","0.00","0.00","100.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24386","P090003491157","","0105556078229","011307159529452","2024-07-01","",""
"66","2720000000000Auto71_27220240601","Auto71_272","2024-06-16","Payment","E","272","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","50.00","0.00","50.00","0.00","0.00","0.00","0.00","50.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24387","P090003491183","","0105556078229","011307161528502","2024-07-01","",""
"67","003000000000000Auto71_320240601","Auto71_3","2024-06-16","Submitted","E","3","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","52000.00","1","52.00","0.00","52.00","0.00","0.00","0.00","0.00","52.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24363","","","","","","",""
"68","004000000000000Auto71_420240601","Auto71_4","2024-06-16","Submitted","E","4","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","20000.00","","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24364","","","","","","",""
"69","005000000000000Auto71_520240601","Auto71_5","2024-06-16","Submitted","E","5","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","88000.00","","44.00","0.00","44.00","0.00","0.00","0.00","0.00","44.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24365","","","","","","",""
"70","006000000000000Auto71_620240601","Auto71_6","2024-06-16","Submitted","E","6","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","1000000.00","2","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24366","","","","","","",""
"71","007000000000000Auto71_720240601","Auto71_7","2024-06-16","Submitted","E","7","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","","1","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24367","","","","","","",""
"72","008000000000000Auto71_820240601","Auto71_8","2024-06-16","Submitted","E","8","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","","1","20.00","0.00","20.00","0.00","0.00","0.00","0.00","20.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24368","","","","","","",""
"73","09100000000000Auto71_9120240601","Auto71_91","2024-06-16","Submitted","Non-E","91","2023-08-22","2023-12-31","","ยื่นปกติ","0","1","0","","","","0.00","1000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","","","24369","","","","","","",""
"74","09200000000000Auto71_9220240601","Auto71_92","2024-06-16","Submit Error","E","92","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","9000.00","","3.00","0.00","3.00","0.00","0.00","0.00","0.00","3.00","0105556078229","17*****82","สม**","Au*****1_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-25","","24371","","","","","","",""
"75","0170000000kjk1zs6jasol620240701","kjk1zs6jasol6","2024-07-01","Submit Error","E","17","2023-08-22","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","Au*****8_","88**","99","9","หมู่บ้านรื่นรนย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-07-06","2024-07-02","","29127","","","","","","",""
"76","0020000aslklk6lksakhjkj20240601","aslklk6lksakhjkj","2024-06-16","Submit Error","E","2","2023-11-08","2023-12-31","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","0.00","0.00","2.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","8","soi2 ซอย2","บ้านใหม่","ถนน","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-06-21","2024-06-24","","21812","","","","","","",""
"77","004000000TC4-2024-04-2620240401","TC4-2024-04-26","2024-04-29","Preparing","E","4","2024-04-03","","","ยื่นปกติ","0","1","0","","","","0.00","1000.00","","1.00","0.00","1.00","4.00","500.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-05-04","","","15316","","","","","","",""
"78","004000000TC4-2024-04-2920240401","TC4-2024-04-29","2024-04-29","Preparing","E","4","2024-04-03","","","ยื่นปกติ","0","1","0","","","","0.00","1000.00","","1.00","0.00","1.00","4.00","500.00","0.00","0.00","1.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-05-04","","","15337","","","","","","",""
"79","004000001.2_TC4retest0120240401","1.2_TC4retest01","2024-04-04","Payment","E","4","2024-04-09","","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","38*****44","Ch**","Ha*****ul","","","2","140/30","","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-09","2024-04-04","","8991","P090003399088","","0105556078229","191236821629262","2024-04-19","",""
"80","0041.2_TC4_SFTP_new_entry20240401","1.2_TC4_SFTP_new_entry","2024-04-04","Payment","E","4","2024-04-09","","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","38*****44","Ch**","Ha*****ul","","","2","140/30","","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-09","2024-04-04","","8989","P090003399086","","0105556078229","191236821226902","2024-04-19","",""
"81","004TC4_SFTP_UAT_0504152220240401","TC4_SFTP_UAT_05041522","2024-04-05","Preparing","E","4","2024-04-09","","","ยื่นปกติ","0","1","0","","","","0.00","1000.00","","1.00","0.00","1.00","4.00","500.00","0.00","0.00","1.00","0105556078229","38*****44","Ch**","Ha*****ul","","","2","140/30","","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","","","9298","","","","","","",""
"82","006Test_TC6_action64_290520240601","Test_TC6_action64_2905","2024-06-24","Preparing","E","6","2024-04-18","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","40000.00","6","10.00","0.00","10.00","0.00","0.00","0.00","0.00","10.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรนย์","9B**","12","ซอย","แยก","ถนน","ตำบลหนองใหญ่","อำเภอปากเกร็ด","นนทบุรี","10110","TH","","","new_entry","2024-06-29","","","23277","","","","","","",""
"83","001TC1-2คน-2024-04-20-520240401","TC1-2คน-2024-04-20-5","2024-04-22","Preparing","E","1","2024-04-20","2025-04-20","2024-04-22","ยื่นปกติ","0","1","0","","","","0.00","51000.00","","51.00","0.00","51.00","102.00","500.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-27","","","14802","","","","","","",""
"84","00100TC1-2คน-2024-04-2420240401","TC1-2คน-2024-04-24","2024-04-24","Preparing","E","1","2024-04-24","2025-04-24","2024-04-24","ยื่นปกติ","0","1","0","","","","0.00","51000.00","","51.00","0.00","51.00","102.00","500.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-29","","","14803","","","","","","",""
"85","001TC1-2คน-2024-04-24-120240401","TC1-2คน-2024-04-24-1","2024-04-24","Reviewing","E","1","2024-04-24","2025-04-24","2024-04-24","ยื่นปกติ","0","1","0","","","","0.00","51000.00","","51.00","0.00","51.00","102.00","500.00","0.00","0.00","51.00","0105556078229","17*****82","สม**","ดั*****ัง","88**","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","2024-04-29","","","14804","","","","","","",""
"86","004TC4-1_0504-submiterror120240401","TC4-1_0504-submiterror1","2024-04-05","Submit Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","00*****00","Ch*****k1","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8987","","","","","","",""
"87","004TC44_0504-submiterror120240401","TC44_0504-submiterror1","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","00*****00","Ch*****k1","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"88","004TC44_0504-submiterror1020240401","TC44_0504-submiterror10","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****10","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"89","004TC44_0504-submiterror1120240401","TC44_0504-submiterror11","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****11","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"90","004TC44_0504-submiterror1220240401","TC44_0504-submiterror12","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****12","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"91","004TC44_0504-submiterror1320240401","TC44_0504-submiterror13","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****13","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"92","004TC44_0504-submiterror1420240401","TC44_0504-submiterror14","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****14","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"93","004TC44_0504-submiterror1520240401","TC44_0504-submiterror15","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****15","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"94","004TC44_0504-submiterror1620240401","TC44_0504-submiterror16","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****16","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"95","004TC44_0504-submiterror1720240401","TC44_0504-submiterror17","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****17","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"96","004TC44_0504-submiterror1820240401","TC44_0504-submiterror18","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****18","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"97","004TC44_0504-submiterror1920240401","TC44_0504-submiterror19","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****19","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"98","004TC44_0504-submiterror220240401","TC44_0504-submiterror2","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","09*****15","Ch*****k2","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"99","004TC44_0504-submiterror2020240401","TC44_0504-submiterror20","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****20","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"100","004TC44_0504-submiterror2120240401","TC44_0504-submiterror21","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****21","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"101","004TC44_0504-submiterror2220240401","TC44_0504-submiterror22","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","09*****15","Ch*****22","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"102","004TC44_0504-submiterror2320240401","TC44_0504-submiterror23","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****23","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
"103","004TC44_0504-submiterror2420240401","TC44_0504-submiterror24","2024-04-05","Filing Error","E","4","2024-04-30","2024-12-31","","ยื่นปกติ","0","0","0","","","","0.00","1000.00","","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00","0105556078229","28*****96","Ch*****24","Ha*****ul","","","2","","14**","","Ratchapracha4","","Ratchadapisek","Chatuchak","Chatuchak","Bangkok","10900","TH","","","new_entry","2024-04-10","2024-04-04","","8982","","","","","","",""
