"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Import Contract Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Contract Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Period Submit","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"68","004TC4_TS12-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","004TC4_TS12-949_Hybrid_up20231001","TC4_TS12-949_Hybrid_up","2023-10-11","2.00","15800.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24685","P090001944678","","0105556078229","311066284733572","2023-10-31","",""
"69","004TC4_TS14-44949_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS14-44949_additional_up20231001","TC4_TS14-44949_additional_up","2023-10-11","5.00","20000.00","","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24686","P090001944679","","0105556078229","311066284935462","2023-10-31","",""
"70","004TC4_TS3-4999_increase_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","0.00","4000.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","24680","P090001944673","","0105556078229","261066283731692","2023-10-26","",""
"71","004TC4_TS3-4999_increase_up20231002","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","0.00","7000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25790","P090001947299","","0105556078229","311066298734702","2023-10-31","",""
"72","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS4-4999_additional_up20231001","TC4_TS4-4999_additional_up","2023-10-09","0.00","4000.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24681","P090001944674","","0105556078229","261066283932872","2023-10-26","",""
"73","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","2","0","0","004TC4_TS4-4999_additional_up20231001","TC4_TS4-4999_additional_up","2023-10-09","0.00","7000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25791","P090001947300","","0105556078229","311066298935882","2023-10-31","",""
"74","004TC4_TS5-49499_increase_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","7.00","22500.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24682","P090001944675","","0105556078229","301066284127712","2023-10-30","",""
"75","004TC4_TS5-49499_increase_up20231002","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","0.00","29900.00","","7.00","0.00","7.00","0.00","0.00","","","7.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25792","P090001947301","","0105556078229","311066299134532","2023-10-31","",""
"76","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","2","0","0","004TC4_TS6-49499_additional_up20231001","TC4_TS6-49499_additional_up","2023-10-09","0.00","29900.00","","7.00","0.00","7.00","0.00","0.00","","","7.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25793","P090001947302","","0105556078229","311066299335712","2023-10-31","",""
"77","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS6-49499_additional_up20231001","TC4_TS6-49499_additional_up","2023-10-09","7.00","22500.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24683","P090001944676","","0105556078229","301066284328892","2023-10-30","",""
"78","0060TC6_TS10-494_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS10-494_Hybrid","2023-04-21","3.00","9900.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24710","P090001944687","","0105556078229","301066286531132","2023-10-30","",""
"79","0060TC6_TS11-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1500.00","1","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","24811","P090001944688","","0105556078229","301066286733042","2023-10-30","",""
"80","0060TC6_TS11-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","0060TC6_TS11-949_Hybrid20231001","TC6_TS11-949_Hybrid","2023-10-13","1.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","24813","P090001947303","","0105556078229","011066399533952","2023-11-01","",""
"81","0060TC6_TS12-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","0060TC6_TS12-949_Hybrid20231001","TC6_TS12-949_Hybrid","2023-10-13","1.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","24814","P090001947305","82296610180137963266","0105556078229","011066399936312","2023-11-01","",""
"82","0060TC6_TS12-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1500.00","1","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","24811","P090001944689","","0105556078229","301066286733042","2023-10-30","",""
"83","006TC6_TS13-4449_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS13-4449_additional","2023-08-09","3.00","12500.00","2","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","24815","P090001944690","","0105556078229","011066386935002","2023-11-01","",""
"84","006TC6_TS14-44949_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS14-44949_additional20231001","TC6_TS14-44949_additional","2023-10-13","2.00","12500.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25795","P090001947322","","0105556078229","311076200726192","2023-10-31","",""
"85","006TC6_TS3-4999_increase20231002","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS3-4999_increase","2023-08-15","0.00","19500.00","3","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","25796","P090001947345","","0105556078229","011076301928512","2023-11-01","",""
"86","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","2","0","0","006TC6_TS4-4999_additonal20231001","TC6_TS4-4999_additonal","2023-10-09","0.00","8500.00","4","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26225","P090001957413","","0105556078229","311076206929842","2023-10-31","",""
"87","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS4-4999_additonal20231001","TC6_TS4-4999_additonal","2023-10-09","0.00","6900.00","4","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24696","P090001948239","","0105556078229","261076202324962","2023-10-26","",""
"88","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS4-4999_additonal","2023-08-15","1.00","6000.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24694","P090001944681","","0105556078229","241066285330012","2023-10-24","",""
"89","006TC6_TS5-49499_increase20231000","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","2.00","1000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24700","P090001944682","","0105556078229","241066285531192","2023-10-24","",""
"90","006TC6_TS5-49499_increase20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","6.00","25000.00","1","90.00","0.00","90.00","0.00","0.00","","","90.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","26223","P090001957412","","0105556078229","301076206734332","2023-10-30","",""
"91","006TC6_TS5-49499_increase20231002","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","0.00","35000.00","1","40.00","0.00","40.00","0.00","0.00","","","40.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","26224","P090001957467","","0105556078229","311076211929832","2023-10-31","",""
"92","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","2","0","0","006TC6_TS6-49499_additional20231001","TC6_TS6-49499_additional","2023-10-09","0.00","19500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26227","P090001957468","","0105556078229","311076212123432","2023-10-31","",""
"93","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS6-49499_additional20231001","TC6_TS6-49499_additional","2023-10-09","1.00","17450.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","26226","P090001957416","","0105556078229","301076207527822","2023-10-30","",""
"94","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS6-49499_additional","2023-10-01","5.00","12500.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24701","P090001944683","","0105556078229","241066285732372","2023-10-24","",""
"95","00600TC6_TS7-499_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","00600TC6_TS7-499_Hybrid20231001","TC6_TS7-499_Hybrid","2023-10-13","0.00","12500.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24705","P090001957414","","0105556078229","311076207127782","2023-10-31","",""
"96","00600TC6_TS7-499_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS7-499_Hybrid","2023-09-01","1.00","4700.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24704","P090001944684","","0105556078229","301066285932962","2023-10-30","",""
"97","00600TC6_TS8-499_Hybrid20231000","","","Completed","Non-E","6","","","","ยื่นเพิ่มเติม","1","0","0","00600TC6_TS8-499_Hybrid20231000","TC6_TS8-499_Hybrid","2023-10-13","0.00","12500.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24708","P090001957415","","0105556078229","311076207328962","2023-10-31","",""
"98","00600TC6_TS8-499_Hybrid20231000","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS8-499_Hybrid","2023-09-01","1.00","4700.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24706","P090001944685","","0105556078229","301066286128772","2023-10-30","",""
"99","00600TC6_TS9-494_Hybrid20231000","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS9-494_Hybrid","2023-04-21","3.00","9900.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24709","P090001944686","","0105556078229","301066286329952","2023-10-30","",""
"100","27200000TC-2023-12-26-120231201","","","Completed","E","272","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","50.00","0.00","50.00","0.00","0.00","","","50.00","4542118","4542119","สม**","ดั*****ัง","888/77","99","9","หมู่บ้านรื่นรมย์","","","","","","ตำบลหนองใหญ่","อำเภอหนองใหญ่","จังหวัดนนทบุรี","10600","TH","","","new_entry","4","2024-01-05","","","42133","P090003121519","82296612260633901490","0105556078229","101136540126352","2024-01-10","",""
