"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Import Contract Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Contract Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Period Submit","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"70","014TC14_TS12-949_Hybrid20231001","","","Completed","E","14","","","","ยื่นปกติ","0","0","0","","","","0.00","9000.00","1","20.00","0.00","20.00","0.00","0.00","","","20.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","25817","P090001957374","82296610180135963260","0105556078229","301076204126082","2023-10-30","",""
"71","014TC14_TS13-4449_additional20231001","","","Completed","E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS13-4449_additional","2023-08-09","20.00","12000.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","25821","P090001957375","","0105556078229","011076304325162","2023-11-01","",""
"72","014TC14_TS14-44949_additional20231001","","","Completed","Non-E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS14-44949_additional","2023-10-09","20.00","12000.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27287","P090001957945","82296610190152961364","0105556078229","311076218528992","2023-10-31","",""
"73","014TC14_TS3-4999_increase20231000","","","Completed","E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS3-4999_increase","2023-08-15","20.00","15000.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25507","P090001944708","","0105556078229","311066289934582","2023-10-31","",""
"74","014TC14_TS4-4999_additonal20231001","","","Completed","E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS4-4999_additonal","2023-08-15","20.00","11000.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25784","P090001946292","","0105556078229","311066297531592","2023-10-31","",""
"75","014TC14_TS5-49499_increase20231000","","","Completed","E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS5-49499_increase","2023-10-01","20.00","10500.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25803","P090001957368","","0105556078229","311076203324732","2023-10-31","",""
"76","014TC14_TS6-49499_additional20231001","","","Completed","E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS6-49499_additional","2023-10-01","20.00","11000.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25807","P090001957370","82296610180131963248","0105556078229","311076203525912","2023-10-31","",""
"77","0140TC14_TS7-499_Hybrid20231001","","","Completed","E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS7-499_Hybrid","2023-09-01","20.00","15000.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","25809","P090001957371","","0105556078229","301076203726902","2023-10-30","",""
"78","0140TC14_TS9-494_Hybrid20231000","","","Completed","E","14","","","","ยื่นเพิ่มเติม","0","0","0","","TC14_TS9-494_Hybrid","2023-04-21","20.00","10500.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-16","","","25813","P090001957372","","0105556078229","301076203928082","2023-10-30","",""
"79","0150000000TC15-6463327520231001","","","Completed","Non-E","15","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","21032","P090001943048","","0105556078229","241066225328142","2023-10-24","",""
"80","00100000000TC1-6463327720231001","","","Completed","E","1","","","","ยื่นปกติ","0","0","0","","","","0.00","51000.00","","51.00","0.00","51.00","0.00","0.00","","","51.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-05","","","19814","P090001943049","","0105556078229","191066225532332","2023-10-19","",""
"81","0160000000TC16-6463327520231001","","","Completed","E","16","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","21108","P090001942955","","0105556078229","241066223124482","2023-10-24","",""
"82","0170000000TC17-6463327520231001","","","Completed","E","17","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21544","P090001943047","","0105556078229","241066225125562","2023-10-24","",""
"83","017TC17_TS10-494_Hybrid20231000","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS10-494_Hybrid","2023-04-21","5.00","11000.00","4","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-16","","","27701","P090001958672","82296610190158962399","0105556078229","301076226530992","2023-10-30","",""
"84","017TC17_TS11-949_Hybrid20231001","","","Completed","E","17","","","","ยื่นปกติ","0","0","0","","","","0.00","9900.00","3","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","27702","P090001958678","82296610190159962402","0105556078229","301076227729882","2023-10-30","",""
"85","017TC17_TS11-949_Hybrid_up20231001","","","Completed","E","17","","","","ยื่นปกติ","0","0","0","","","","0.00","900.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","3","2023-10-29","","","29247","P090001959560","82296610250150968392","0105556078229","031076349330602","2023-11-03","",""
"86","017TC17_TS11-949_Hybrid_up20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","1","0","0","017TC17_TS11-949_Hybrid_up20231001","TC17_TS11-949_Hybrid_up","2023-10-19","4.00","11000.00","4","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-11-02","","","29248","P090001961557","82296610250152968398","0105556078229","071076371229952","2023-11-07","",""
"87","017TC17_TS12-949_Hybrid20231001","","","Completed","E","17","","","","ยื่นปกติ","0","0","0","","","","0.00","9900.00","3","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","27702","P090001958679","82296610190150963392","0105556078229","301076227729882","2023-10-30","",""
"88","017TC17_TS12-949_Hybrid_up20231001","","","Completed","E","17","","","","ยื่นปกติ","0","0","0","","","","0.00","900.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","3","2023-10-29","","","29247","P090001959561","82296610250151968395","0105556078229","031076349330602","2023-11-03","",""
"89","017TC17_TS12-949_Hybrid_up20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","017TC17_TS12-949_Hybrid_up20231001","TC17_TS12-949_Hybrid_up","2023-10-19","4.00","11000.00","4","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-11-02","","","29249","P090001961558","82296610250153968401","0105556078229","071076371431132","2023-11-07","",""
"90","017TC17_TS13-4449_additional20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS13-4449_additional","2023-08-09","4.00","11000.00","4","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","27708","P090001958775","82296610190151963395","0105556078229","011076328935212","2023-11-01","",""
"91","017TC17_TS14-44949_additional20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS14-44949_additional","2023-10-01","1.00","9900.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","27709","P090001959337","82296610190152963398","0105556078229","261076229331662","2023-10-26","",""
"92","017TC17_TS3-4999_increase20231000","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS3-4999_increase","2023-08-15","1.00","9900.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","26497","P090001957473","","0105556078229","261076212931062","2023-10-26","",""
"93","017TC17_TS3-4999_increase20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS3-4999_increase","2023-08-15","0.00","0.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","26523","P090001957956","82296610190153961367","0105556078229","311076218934172","2023-10-31","",""
"94","017TC17_TS4-4999_additonal20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS4-4999_additonal","2023-08-15","1.00","9900.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","26550","P090001957476","","0105556078229","261076213529232","2023-10-26","",""
"95","017TC17_TS4-4999_additonal20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","1","0","0","017TC17_TS4-4999_additonal20231001","TC17_TS4-4999_additonal","2023-10-11","0.00","0.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26551","P090001957957","82296610190154961370","0105556078229","311076219129982","2023-10-31","",""
"96","017TC17_TS5-49499_increase20231000","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS5-49499_increase","2023-10-01","1.00","11000.00","4","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","27406","P090001958525","82296610190155961373","0105556078229","301076220731832","2023-10-30","",""
"97","017TC17_TS6-49499_additional20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS6-49499_additional","2023-10-01","4.00","9900.00","3","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-16","","","27581","P090001958527","82296610190156961376","0105556078229","301076221123142","2023-10-30","",""
"98","017TC17_TS6-49499_additional20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","1","0","0","017TC17_TS6-49499_additional20231001","TC17_TS6-49499_additional","2023-10-15","0.00","0.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27617","P090001959338","82296610190153963401","0105556078229","311076229532772","2023-10-31","",""
"99","0170TC17_TS7-499_Hybrid20231001","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS7-499_Hybrid","2023-09-01","5.00","11000.00","4","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","27671","P090001958528","82296610190157961379","0105556078229","301076221327162","2023-10-30","",""
"100","0170TC17_TS8-499_Hybrid20231000","","","Completed","E","17","","","","ยื่นเพิ่มเติม","0","0","0","","TC17_TS8-499_Hybrid","2023-09-01","1.00","9900.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","27696","P090001958669","82296610190157962396","0105556078229","301076225932112","2023-10-30","",""
"101","0170TC17_TS8-499_Hybrid20231000","","","Completed","E","17","","","","ยื่นเพิ่มเติม","1","0","0","0170TC17_TS8-499_Hybrid20231000","TC17_TS8-499_Hybrid","2023-10-13","0.00","11000.00","4","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27697","P090001959446","82296610190156964427","0105556078229","311076232328312","2023-10-31","",""
"102","0180000000TC18-6463327520231001","","","Completed","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21542","P090001942956","","0105556078229","241066223325662","2023-10-24","",""
"103","018TC18_TS10-494_Hybrid20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS10-494_Hybrid","2023-04-21","1.00","5000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-16","","","26900","P090001957937","","0105556078229","301076217126602","2023-10-30","",""
"104","018TC18_TS11-494_Hybrid20231001","","","Completed","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","26901","P090001957938","","0105556078229","301076217327092","2023-10-30","",""
"105","018TC18_TS11-949_Hybrid_up20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS11-949_Hybrid_up20231001","TC18_TS11-949_Hybrid_up","2023-10-13","2.00","18500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","27688","P090001959343","82296610190159963419","0105556078229","011076330526912","2023-11-01","",""
"106","018TC18_TS11-949_Hybrid_up20231001","","","Completed","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","27687","P090001958542","82296610190155962390","0105556078229","301076224124752","2023-10-30","",""
"107","018TC18_TS12-494_Hybrid20231001","","","Completed","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","26901","P090001957939","","0105556078229","301076217327092","2023-10-30","",""
"108","018TC18_TS12-949_Hybrid_up20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","018TC18_TS12-949_Hybrid_up20231001","TC18_TS12-949_Hybrid_up","2023-10-13","2.00","18500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","27689","P090001959344","82296610190158963416","0105556078229","011076330728092","2023-11-01","",""
"109","018TC18_TS12-949_Hybrid_up20231001","","","Completed","E","18","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","1","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","27687","P090001958543","82296610190156962393","0105556078229","301076224124752","2023-10-30","",""
"110","018TC18_TS13-4449_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS13-4449_additional","2023-08-09","6.00","12700.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","26902","P090001957940","","0105556078229","011076317528342","2023-11-01","",""
"111","018TC18_TS14-44949_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS14-44949_additional","2023-10-01","3.00","12400.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","26904","P090001957941","","0105556078229","261076217732532","2023-10-26","",""
"112","018TC18_TS14-44949_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS14-44949_additional20231001","TC18_TS14-44949_additional","2023-10-11","4.00","23600.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27690","P090001958544","82296610190154962387","0105556078229","311076224326102","2023-10-31","",""
"113","018TC18_TS3-4999_increase20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS3-4999_increase","2023-08-15","10.00","22000.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","26889","P090001957930","","0105556078229","241076215728962","2023-10-24","",""
"114","018TC18_TS3-4999_increase20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS3-4999_increase","2023-08-15","0.00","25800.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","26890","P090001958529","82296610190159961385","0105556078229","261076221527182","2023-10-26","",""
"115","018TC18_TS3-4999_increase20231002","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS3-4999_increase","2023-08-15","0.00","30700.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","27673","P090001959339","82296610190154963404","0105556078229","311076229732532","2023-10-31","",""
"116","018TC18_TS4-4999_additonal20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","2","0","0","018TC18_TS4-4999_additonal20231001","TC18_TS4-4999_additonal","2023-10-09","0.00","39000.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27675","P090001959340","82296610190155963407","0105556078229","311076229934422","2023-10-31","",""
"117","018TC18_TS4-4999_additonal20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS4-4999_additonal20231001","TC18_TS4-4999_additonal","2023-10-09","0.00","30600.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","26892","P090001958530","82296610190150962375","0105556078229","261076221728362","2023-10-26","",""
"118","018TC18_TS4-4999_additonal20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS4-4999_additonal","2023-08-15","10.00","26800.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","26891","P090001957931","","0105556078229","241076215932272","2023-10-24","",""
"119","018TC18_TS5-49499_increase20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS5-49499_increase","2023-10-01","6.00","19000.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","26893","P090001957932","","0105556078229","241076216128082","2023-10-24","",""
"120","018TC18_TS5-49499_increase20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS5-49499_increase","2023-10-01","1.00","27500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","27679","P090001958531","82296610190152962381","0105556078229","301076221929282","2023-10-30","",""
"121","018TC18_TS5-49499_increase20231002","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS5-49499_increase","2023-10-01","0.00","32000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","27680","P090001959341","82296610190156963410","0105556078229","311076230123942","2023-10-31","",""
"122","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","2","0","0","018TC18_TS6-49499_additional20231001","TC18_TS6-49499_additional","2023-10-09","0.00","32000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27682","P090001959342","82296610190157963413","0105556078229","311076230325122","2023-10-31","",""
"123","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS6-49499_additional","2023-10-01","6.00","19000.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","26894","P090001957933","","0105556078229","241076216329262","2023-10-24","",""
"124","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS6-49499_additional20231001","TC18_TS6-49499_additional","2023-10-09","1.00","27500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","27681","P090001958532","82296610190158961382","0105556078229","301076222125092","2023-10-30","",""
"125","0180TC18_TS7-499_Hybrid20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","0180TC18_TS7-499_Hybrid20231001","TC18_TS7-499_Hybrid","2023-10-13","0.00","15900.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","26896","P090001958533","82296610190151962378","0105556078229","311076222327172","2023-10-31","",""
"126","0180TC18_TS7-499_Hybrid20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS7-499_Hybrid","2023-09-01","1.00","7000.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","26895","P090001957934","","0105556078229","301076216529142","2023-10-30","",""
"127","0180TC18_TS8-499_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","0180TC18_TS8-499_Hybrid20231000","TC18_TS8-499_Hybrid","2023-10-13","0.00","15900.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26898","P090001958534","82296610190153962384","0105556078229","311076222528352","2023-10-31","",""
"128","0180TC18_TS8-499_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS8-499_Hybrid","2023-09-01","1.00","7000.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","26897","P090001957935","","0105556078229","301076216730322","2023-10-30","",""
"129","0180TC18_TS9-494_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS9-494_Hybrid","2023-04-21","1.00","5000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-16","","","26899","P090001957936","82296610190155960356","0105556078229","301076216930792","2023-10-30","",""
"130","0190000000TC19-6463327520231001","","","Completed","E","19","","","","ยื่นปกติ","0","0","0","","","","0.00","20000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21543","P090001943046","","0105556078229","241066224929732","2023-10-24","",""
"131","0200000000TC20-6463327520231001","","","Completed","E","20","","","","ยื่นปกติ","0","0","0","","","","0.00","10000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21550","P090001943064","","0105556078229","241066228529492","2023-10-24","",""
"132","0210000000TC21-6463327520231001","","","Completed","E","21","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21560","P090001943065","","0105556078229","241066228730692","2023-10-24","",""
"133","00200000000TC2-6463327620231001","","","Completed","E","2","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-05","","","19803","P090001943050","","0105556078229","191066225730572","2023-10-19","",""
"134","271000000TC271-6463327520231001","","","Completed","E","271","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","100.00","0.00","100.00","0.00","0.00","","","100.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21600","P090001943066","","0105556078229","241066228931932","2023-10-24","",""
"135","272000000TC272-6463327520231001","","","Completed","E","272","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","50.00","0.00","50.00","0.00","0.00","","","50.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21602","P090001943067","","0105556078229","241066229130602","2023-10-24","",""
"136","00300000000TC3-6463327520231001","","","Completed","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","52000.00","1","52.00","0.00","52.00","0.00","0.00","","","52.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-05","","","19880","P090001943051","","0105556078229","191066225935402","2023-10-19","",""
"137","003TC3_TS11-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","1","0","0","003TC3_TS11-949_Hybrid_up20231001","TC3_TS11-949_Hybrid_up","2023-10-11","1.00","4800.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24678","P090001944671","","0105556078229","311066283327842","2023-10-31","",""
"138","003TC3_TS11-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24562","P090001944108","","0105556078229","261066268535142","2023-10-26","",""
"139","003TC3_TS12-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24562","P090001944109","","0105556078229","261066268535142","2023-10-26","",""
"140","003TC3_TS12-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","003TC3_TS12-949_Hybrid_up20231001","TC3_TS12-949_Hybrid_up","2023-10-11","1.00","4800.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24679","P090001944672","","0105556078229","311066283529022","2023-10-31","",""
"141","003TC3_TS3-4999_increase_up20231000","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS3-4999_increase_up","2023-10-01","1.00","1500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24558","P090001944104","","0105556078229","241066267731862","2023-10-24","",""
