"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Import Contract Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Contract Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Period Submit","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"71","018TC18_TS5-49499_increase20231002","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS5-49499_increase","2023-10-01","0.00","32000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","27680","P090001959341","82296610190156963410","0105556078229","311076230123942","2023-10-31","",""
"72","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","018TC18_TS6-49499_additional20231001","TC18_TS6-49499_additional","2023-10-09","1.00","27500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","27681","P090001958532","82296610190158961382","0105556078229","301076222125092","2023-10-30","",""
"73","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS6-49499_additional","2023-10-01","6.00","19000.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","26894","P090001957933","","0105556078229","241076216329262","2023-10-24","",""
"74","018TC18_TS6-49499_additional20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","2","0","0","018TC18_TS6-49499_additional20231001","TC18_TS6-49499_additional","2023-10-09","0.00","32000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","27682","P090001959342","82296610190157963413","0105556078229","311076230325122","2023-10-31","",""
"75","0180TC18_TS7-499_Hybrid20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS7-499_Hybrid","2023-09-01","1.00","7000.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","26895","P090001957934","","0105556078229","301076216529142","2023-10-30","",""
"76","0180TC18_TS7-499_Hybrid20231001","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","0180TC18_TS7-499_Hybrid20231001","TC18_TS7-499_Hybrid","2023-10-13","0.00","15900.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","26896","P090001958533","82296610190151962378","0105556078229","311076222327172","2023-10-31","",""
"77","0180TC18_TS8-499_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS8-499_Hybrid","2023-09-01","1.00","7000.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","26897","P090001957935","","0105556078229","301076216730322","2023-10-30","",""
"78","0180TC18_TS8-499_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","1","0","0","0180TC18_TS8-499_Hybrid20231000","TC18_TS8-499_Hybrid","2023-10-13","0.00","15900.00","1","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26898","P090001958534","82296610190153962384","0105556078229","311076222528352","2023-10-31","",""
"79","0180TC18_TS9-494_Hybrid20231000","","","Completed","E","18","","","","ยื่นเพิ่มเติม","0","0","0","","TC18_TS9-494_Hybrid","2023-04-21","1.00","5000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-16","","","26899","P090001957936","82296610190155960356","0105556078229","301076216930792","2023-10-30","",""
"80","0190000000TC19-6463327520231001","","","Completed","E","19","","","","ยื่นปกติ","0","0","0","","","","0.00","20000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21543","P090001943046","","0105556078229","241066224929732","2023-10-24","",""
"81","0200000000TC20-6463327520231001","","","Completed","E","20","","","","ยื่นปกติ","0","0","0","","","","0.00","10000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21550","P090001943064","","0105556078229","241066228529492","2023-10-24","",""
"82","0210000000TC21-6463327520231001","","","Completed","E","21","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","10.00","0.00","10.00","0.00","0.00","","","10.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21560","P090001943065","","0105556078229","241066228730692","2023-10-24","",""
"83","00200000000TC2-6463327620231001","","","Completed","E","2","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-05","","","19803","P090001943050","","0105556078229","191066225730572","2023-10-19","",""
"84","271000000TC271-6463327520231001","","","Completed","E","271","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","100.00","0.00","100.00","0.00","0.00","","","100.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21600","P090001943066","","0105556078229","241066228931932","2023-10-24","",""
"85","272000000TC272-6463327520231001","","","Completed","E","272","","","","ยื่นปกติ","0","0","0","","","","0.00","0.00","1","50.00","0.00","50.00","0.00","0.00","","","50.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-10","","","21602","P090001943067","","0105556078229","241066229130602","2023-10-24","",""
"86","00300000000TC3-6463327520231001","","","Completed","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","52000.00","1","52.00","0.00","52.00","0.00","0.00","","","52.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-05","","","19880","P090001943051","","0105556078229","191066225935402","2023-10-19","",""
"87","003TC3_TS11-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24562","P090001944108","","0105556078229","261066268535142","2023-10-26","",""
"88","003TC3_TS11-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","1","0","0","003TC3_TS11-949_Hybrid_up20231001","TC3_TS11-949_Hybrid_up","2023-10-11","1.00","4800.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24678","P090001944671","","0105556078229","311066283327842","2023-10-31","",""
"89","003TC3_TS12-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","003TC3_TS12-949_Hybrid_up20231001","TC3_TS12-949_Hybrid_up","2023-10-11","1.00","4800.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24679","P090001944672","","0105556078229","311066283529022","2023-10-31","",""
"90","003TC3_TS12-949_Hybrid_up20231001","","","Completed","E","3","","","","ยื่นปกติ","0","0","0","","","","0.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24562","P090001944109","","0105556078229","261066268535142","2023-10-26","",""
"91","003TC3_TS3-4999_increase_up20231000","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS3-4999_increase_up","2023-10-01","1.00","1500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24558","P090001944104","","0105556078229","241066267731862","2023-10-24","",""
"92","003TC3_TS3-4999_increase_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS3-4999_increase_up","2023-10-01","0.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","24674","P090001944667","","0105556078229","261066282529272","2023-10-26","",""
"93","003TC3_TS3-4999_increase_up20231002","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS3-4999_increase_up","2023-10-01","0.00","12000.00","2","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25786","P090001947295","","0105556078229","311066297939612","2023-10-31","",""
"94","003TC3_TS4-4999_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS4-4999_additional_up","2023-10-01","1.00","1500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24559","P090001944105","","0105556078229","241066267933042","2023-10-24","",""
"95","003TC3_TS4-4999_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","2","0","0","003TC3_TS4-4999_additional_up20231001","TC3_TS4-4999_additional_up","2023-10-09","0.00","3500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25787","P090001947296","82296610180130962228","0105556078229","311066298129742","2023-10-31","",""
"96","003TC3_TS4-4999_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","1","0","0","003TC3_TS4-4999_additional_up20231001","TC3_TS4-4999_additional_up","2023-10-09","0.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24675","P090001944668","","0105556078229","261066282730452","2023-10-26","",""
"97","003TC3_TS5-49499_increase_up20231000","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS5-49499_increase_up","2023-10-01","2.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24560","P090001944106","","0105556078229","241066268128852","2023-10-24","",""
"98","003TC3_TS5-49499_increase_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS5-49499_increase_up","2023-10-01","3.00","8500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24676","P090001944669","","0105556078229","301066282932082","2023-10-30","",""
"99","003TC3_TS5-49499_increase_up20231002","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS5-49499_increase_up","2023-10-01","0.00","9500.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25788","P090001947297","","0105556078229","311066298330922","2023-10-31","",""
"100","003TC3_TS6-49499_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","0","0","0","","TC3_TS6-49499_additional_up","2023-10-01","2.00","2500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24561","P090001944107","","0105556078229","241066268330032","2023-10-24","",""
"101","003TC3_TS6-49499_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","1","0","0","003TC3_TS6-49499_additional_up20231001","TC3_TS6-49499_additional_up","2023-10-09","3.00","8500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24677","P090001944670","","0105556078229","301066283127892","2023-10-30","",""
"102","003TC3_TS6-49499_additional_up20231001","","","Completed","E","3","","","","ยื่นเพิ่มเติม","2","0","0","003TC3_TS6-49499_additional_up20231001","TC3_TS6-49499_additional_up","2023-10-09","0.00","9500.00","1","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25789","P090001947298","","0105556078229","311066298532102","2023-10-31","",""
"103","00400000000TC4-6463327520231001","","","Completed","E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","20000.00","","20.00","0.00","20.00","0.00","0.00","","","20.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-05","","","19881","P090001943052","","0105556078229","191066226127602","2023-10-19","",""
"104","004TC4_TS11-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS11-949_Hybrid_up20231001","TC4_TS11-949_Hybrid_up","2023-10-11","2.00","15800.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24684","P090001944677","","0105556078229","311066284532392","2023-10-31","",""
"105","004TC4_TS11-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24567","P090001944268","","0105556078229","261066269940182","2023-10-26","",""
"106","004TC4_TS12-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","004TC4_TS12-949_Hybrid_up20231001","TC4_TS12-949_Hybrid_up","2023-10-11","2.00","15800.00","","5.00","0.00","5.00","0.00","0.00","","","5.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24685","P090001944678","","0105556078229","311066284733572","2023-10-31","",""
"107","004TC4_TS12-949_Hybrid_up20231001","","","Completed","Non-E","4","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","","9.00","0.00","9.00","0.00","0.00","","","9.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-12","","","24567","P090001944269","","0105556078229","261066269940182","2023-10-26","",""
"108","004TC4_TS14-44949_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS14-44949_additional_up20231001","TC4_TS14-44949_additional_up","2023-10-11","5.00","20000.00","","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","24686","P090001944679","","0105556078229","311066284935462","2023-10-31","",""
"109","004TC4_TS14-44949_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS14-44949_additional_up","2023-10-01","5.00","9000.00","","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24568","P090001944270","","0105556078229","261066270127552","2023-10-26","",""
"110","004TC4_TS3-4999_increase_up20231000","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","1.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24563","P090001944110","","0105556078229","241066268732392","2023-10-24","",""
"111","004TC4_TS3-4999_increase_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","0.00","4000.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-12","","","24680","P090001944673","","0105556078229","261066283731692","2023-10-26","",""
"112","004TC4_TS3-4999_increase_up20231002","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS3-4999_increase_up","2023-10-01","0.00","7000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25790","P090001947299","","0105556078229","311066298734702","2023-10-31","",""
"113","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS4-4999_additional_up20231001","TC4_TS4-4999_additional_up","2023-10-09","0.00","4000.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24681","P090001944674","","0105556078229","261066283932872","2023-10-26","",""
"114","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","2","0","0","004TC4_TS4-4999_additional_up20231001","TC4_TS4-4999_additional_up","2023-10-09","0.00","7000.00","","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25791","P090001947300","","0105556078229","311066298935882","2023-10-31","",""
"115","004TC4_TS4-4999_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS4-4999_additional_up","2023-10-01","1.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24564","P090001944111","","0105556078229","241066268933572","2023-10-24","",""
"116","004TC4_TS5-49499_increase_up20231000","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","10.00","13300.00","","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24565","P090001944112","","0105556078229","241066269131512","2023-10-24","",""
"117","004TC4_TS5-49499_increase_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","7.00","22500.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","24682","P090001944675","","0105556078229","301066284127712","2023-10-30","",""
"118","004TC4_TS5-49499_increase_up20231002","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS5-49499_increase_up","2023-10-01","0.00","29900.00","","7.00","0.00","7.00","0.00","0.00","","","7.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","25792","P090001947301","","0105556078229","311066299134532","2023-10-31","",""
"119","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","2","0","0","004TC4_TS6-49499_additional_up20231001","TC4_TS6-49499_additional_up","2023-10-09","0.00","29900.00","","7.00","0.00","7.00","0.00","0.00","","","7.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25793","P090001947302","","0105556078229","311066299335712","2023-10-31","",""
"120","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","0","0","0","","TC4_TS6-49499_additional_up","2023-10-01","10.00","13300.00","","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24566","P090001944176","","0105556078229","241066269533872","2023-10-24","",""
"121","004TC4_TS6-49499_additional_up20231001","","","Completed","Non-E","4","","","","ยื่นเพิ่มเติม","1","0","0","004TC4_TS6-49499_additional_up20231001","TC4_TS6-49499_additional_up","2023-10-09","7.00","22500.00","","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24683","P090001944676","","0105556078229","301066284328892","2023-10-30","",""
"122","00500000000TC5-6463327520231001","","","Completed","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2000.00","","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-06","","","20552","P090001943053","","0105556078229","201066226326492","2023-10-20","",""
"123","00600000000TC6-6463327520231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1000000.00","2","20.00","0.00","20.00","0.00","0.00","","","20.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","1","2023-10-07","","","21545","P090001943062","","0105556078229","241066228127882","2023-10-24","",""
"124","0060TC6_TS10-494_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS10-494_Hybrid","2023-04-21","3.00","9900.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","24710","P090001944687","","0105556078229","301066286531132","2023-10-30","",""
"125","0060TC6_TS11-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1500.00","1","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","24811","P090001944688","","0105556078229","301066286733042","2023-10-30","",""
"126","0060TC6_TS11-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","0060TC6_TS11-949_Hybrid20231001","TC6_TS11-949_Hybrid","2023-10-13","1.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","24813","P090001947303","","0105556078229","011066399533952","2023-11-01","",""
"127","0060TC6_TS12-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นปกติ","0","0","0","","","","0.00","1500.00","1","6.00","0.00","6.00","0.00","0.00","","","6.00","1","-1","","","","","","","","","","","","","","","","","","","new_entry","2","2023-10-14","","","24811","P090001944689","","0105556078229","301066286733042","2023-10-30","",""
"128","0060TC6_TS12-949_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","0060TC6_TS12-949_Hybrid20231001","TC6_TS12-949_Hybrid","2023-10-13","1.00","2500.00","1","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","24814","P090001947305","82296610180137963266","0105556078229","011066399936312","2023-11-01","",""
"129","006TC6_TS13-4449_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS13-4449_additional","2023-08-09","3.00","12500.00","2","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","additional","3","2023-10-18","","","24815","P090001944690","","0105556078229","011066386935002","2023-11-01","",""
"130","006TC6_TS14-44949_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS14-44949_additional20231001","TC6_TS14-44949_additional","2023-10-13","2.00","12500.00","3","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","25795","P090001947322","","0105556078229","311076200726192","2023-10-31","",""
"131","006TC6_TS3-4999_increase20231002","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS3-4999_increase","2023-08-15","0.00","19500.00","3","3.00","0.00","3.00","0.00","0.00","","","3.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","3","2023-10-18","","","25796","P090001947345","","0105556078229","011076301928512","2023-11-01","",""
"132","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","2","0","0","006TC6_TS4-4999_additonal20231001","TC6_TS4-4999_additonal","2023-10-09","0.00","8500.00","4","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26225","P090001957413","","0105556078229","311076206929842","2023-10-31","",""
"133","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS4-4999_additonal20231001","TC6_TS4-4999_additonal","2023-10-09","0.00","6900.00","4","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-12","","","24696","P090001948239","","0105556078229","261076202324962","2023-10-26","",""
"134","006TC6_TS4-4999_additonal20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS4-4999_additonal","2023-08-15","1.00","6000.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24694","P090001944681","","0105556078229","241066285330012","2023-10-24","",""
"135","006TC6_TS5-49499_increase20231000","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","2.00","1000.00","1","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-10","","","24700","P090001944682","","0105556078229","241066285531192","2023-10-24","",""
"136","006TC6_TS5-49499_increase20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","6.00","25000.00","1","90.00","0.00","90.00","0.00","0.00","","","90.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-14","","","26223","P090001957412","","0105556078229","301076206734332","2023-10-30","",""
"137","006TC6_TS5-49499_increase20231002","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS5-49499_increase","2023-10-01","0.00","35000.00","1","40.00","0.00","40.00","0.00","0.00","","","40.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","26224","P090001957467","","0105556078229","311076211929832","2023-10-31","",""
"138","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","","TC6_TS6-49499_additional","2023-10-01","5.00","12500.00","2","2.00","0.00","2.00","0.00","0.00","","","2.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-10","","","24701","P090001944683","","0105556078229","241066285732372","2023-10-24","",""
"139","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","2","0","0","006TC6_TS6-49499_additional20231001","TC6_TS6-49499_additional","2023-10-09","0.00","19500.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-17","","","26227","P090001957468","","0105556078229","311076212123432","2023-10-31","",""
"140","006TC6_TS6-49499_additional20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","1","0","0","006TC6_TS6-49499_additional20231001","TC6_TS6-49499_additional","2023-10-09","1.00","17450.00","2","1.00","0.00","1.00","0.00","0.00","","","1.00","1","-1","","","","","","","","","","","","","","","","","","","additional","2","2023-10-14","","","26226","P090001957416","","0105556078229","301076207527822","2023-10-30","",""
"141","00600TC6_TS7-499_Hybrid20231001","","","Completed","E","6","","","","ยื่นเพิ่มเติม","0","0","0","00600TC6_TS7-499_Hybrid20231001","TC6_TS7-499_Hybrid","2023-10-13","0.00","12500.00","3","4.00","0.00","4.00","0.00","0.00","","","4.00","1","-1","","","","","","","","","","","","","","","","","","","increase_limit","2","2023-10-17","","","24705","P090001957414","","0105556078229","311076207127782","2023-10-31","",""
